battle,link,date,coordinates
Battle of Maida,https://en.wikipedia.org/wiki/Battle_of_Maida,1806,38.8500°N 16.3667°E
Massacre of Lauria,https://en.wikipedia.org/wiki/Massacre_of_Lauria,1806,40.050°N 15.833°E
Battle of Jena–Auerstedt,https://en.wikipedia.org/wiki/Battle_of_Jena%E2%80%93Auerstedt,1806,50.92722°N 11.58611°E
Battle of Mišar,https://en.wikipedia.org/wiki/Battle_of_Mi%C5%A1ar,1806,44.7292°N 19.7608°E
Battle of Pułtusk,https://en.wikipedia.org/wiki/Battle_of_Pu%C5%82tusk,1806,52.717°N 21.100°E
Battle of Cardal,https://en.wikipedia.org/wiki/Battle_of_Cardal,1807,34.88361°S 56.18194°W
Battle of Mohrungen,https://en.wikipedia.org/wiki/Battle_of_Mohrungen,1807,53.916667°N 19.933333°E
Battle of Eylau,https://en.wikipedia.org/wiki/Battle_of_Eylau,1807,54.400°N 20.633°E
Battle of Ostrołęka (1807),https://en.wikipedia.org/wiki/Battle_of_Ostro%C5%82%C4%99ka_(1807),1807,53.083333°N 21.583333°E
Battle of the Dardanelles (1807),https://en.wikipedia.org/wiki/Battle_of_the_Dardanelles_(1807),1807,40.0125917°N 26.1580111°E
Battle of Heilsberg,https://en.wikipedia.org/wiki/Battle_of_Heilsberg,1807,54.1167°N 20.5833°E
Battle of Friedland,https://en.wikipedia.org/wiki/Battle_of_Friedland,1807,54.450°N 21.017°E
Battle of Athos,https://en.wikipedia.org/wiki/Battle_of_Athos,1807,40.06917°N 24.93167°E
Battle of Miserere,https://en.wikipedia.org/wiki/Battle_of_Miserere,1807,34.60950000°S 58.40700000°W
Battle of Køge,https://en.wikipedia.org/wiki/Battle_of_K%C3%B8ge,1807,55.45611°N 12.17972°E
Battle of Copenhagen (1807),https://en.wikipedia.org/wiki/Battle_of_Copenhagen_(1807),1807,55.67944°N 12.57278°E
Battle of Hingakaka,https://en.wikipedia.org/wiki/Battle_of_Hingakaka,1807,37.9807°S 175.3085°E
Battle of Zealand Point,https://en.wikipedia.org/wiki/Battle_of_Zealand_Point,1808,55.8833°N 11.1500°E
Battle of Pyhäjoki,https://en.wikipedia.org/wiki/Battle_of_Pyh%C3%A4joki,1808,64.46389°N 24.25833°E
Battle of Rødenes,https://en.wikipedia.org/wiki/Battle_of_R%C3%B8denes,1808,59.4801°N 11.6636°E
Battle of Trangen,https://en.wikipedia.org/wiki/Battle_of_Trangen,1808,60.6102°N 11.9762°E
Battle of Pulkkila,https://en.wikipedia.org/wiki/Battle_of_Pulkkila,1808,64.26806°N 25.86667°E
Battle of Mobekk,https://en.wikipedia.org/wiki/Battle_of_Mobekk,1808,60.1823°N 12.0931°E
Battle of El Bruc,https://en.wikipedia.org/wiki/Battle_of_El_Bruc,1808,41.58000°N 1.78028°E
Battle of Lapua,https://en.wikipedia.org/wiki/Battle_of_Lapua,1808,62.967°N 23.017°E
Battle of Medina de Rioseco,https://en.wikipedia.org/wiki/Battle_of_Medina_de_Rioseco,1808,41.8942°N 4.9936°W
Battle of Bailén,https://en.wikipedia.org/wiki/Battle_of_Bail%C3%A9n,1808,38.100°N 3.800°W
Battle of Kauhajoki,https://en.wikipedia.org/wiki/Battle_of_Kauhajoki,1808,62.41388889°N 22.17222194°E
First Siege of Zaragoza,https://en.wikipedia.org/wiki/First_Siege_of_Zaragoza,1808,41.650°N 0.883°W
Battle of Roliça,https://en.wikipedia.org/wiki/Battle_of_Roli%C3%A7a,1808,39.3136°N 9.1836°W
Battle of Vimeiro,https://en.wikipedia.org/wiki/Battle_of_Vimeiro,1808,39.17500°N 9.31667°W
Battle of Jutas,https://en.wikipedia.org/wiki/Battle_of_Jutas,1808,63.49556°N 22.52472°E
Battle of Oravais,https://en.wikipedia.org/wiki/Battle_of_Oravais,1808,63.28273°N 22.37503°E
Battle of Koljonvirta,https://en.wikipedia.org/wiki/Battle_of_Koljonvirta,1808,63.58861°N 27.16417°E
Battle of Zornoza,https://en.wikipedia.org/wiki/Battle_of_Zornoza,1808,43.21944°N 2.71750°W
Battle of Valmaseda,https://en.wikipedia.org/wiki/Battle_of_Valmaseda,1808,43.183°N 3.183°W
Battle of Burgos,https://en.wikipedia.org/wiki/Battle_of_Burgos,1808,42.3558°N 3.6681°W
Battle of Espinosa de los Monteros,https://en.wikipedia.org/wiki/Battle_of_Espinosa_de_los_Monteros,1808,43.0667°N 3.5333°W
Battle of Tudela,https://en.wikipedia.org/wiki/Battle_of_Tudela,1808,42.0549250°N 1.6163306°W
Battle of Somosierra,https://en.wikipedia.org/wiki/Battle_of_Somosierra,1808,41.150°N 3.583°W
Battle of Cardedeu,https://en.wikipedia.org/wiki/Battle_of_Cardedeu,1808,41.64056°N 2.35944°E
Battle of Sahagún,https://en.wikipedia.org/wiki/Battle_of_Sahag%C3%BAn,1808,42.3708°N 5.0292°W
Battle of Benavente,https://en.wikipedia.org/wiki/Battle_of_Benavente,1808,42.0031°N 5.6742°W
Battle of Corunna,https://en.wikipedia.org/wiki/Battle_of_Corunna,1809,43.36278°N 8.40472°W
Battle of Valls,https://en.wikipedia.org/wiki/Battle_of_Valls,1809,41.2833°N 1.2500°E
Battle of Los Yébenes,https://en.wikipedia.org/wiki/Battle_of_Los_Y%C3%A9benes,1809,39.567°N 3.883°W
Battle of Ciudad Real,https://en.wikipedia.org/wiki/Battle_of_Ciudad_Real,1809,38.97083°N 4.00694°W
First Battle of Porto,https://en.wikipedia.org/wiki/First_Battle_of_Porto,1809,41.1621417°N 8.6219528°W
Battle of Medellín,https://en.wikipedia.org/wiki/Battle_of_Medell%C3%ADn,1809,38.9667°N 5.9500°W
Battle of Sacile,https://en.wikipedia.org/wiki/Battle_of_Sacile,1809,45.967°N 12.500°E
Battle of the Basque Roads,https://en.wikipedia.org/wiki/Battle_of_the_Basque_Roads,1809,46.00000°N 1.19167°W
Battle of Raszyn (1809),https://en.wikipedia.org/wiki/Battle_of_Raszyn_(1809),1809,52.158889°N 20.926389°E
Battle of Abensberg,https://en.wikipedia.org/wiki/Battle_of_Abensberg,1809,48.800°N 11.850°E
Battle of Landshut (1809),https://en.wikipedia.org/wiki/Battle_of_Landshut_(1809),1809,48.53972°N 12.15083°E
Battle of Eckmühl,https://en.wikipedia.org/wiki/Battle_of_Eckm%C3%BChl,1809,48.8438°N 12.1823°E
Battle of Ratisbon,https://en.wikipedia.org/wiki/Battle_of_Ratisbon,1809,49.017°N 12.083°E
Second Battle of Porto,https://en.wikipedia.org/wiki/Second_Battle_of_Porto,1809,41.1621417°N 8.6219528°W
Battle of Alcantara (1809),https://en.wikipedia.org/wiki/Battle_of_Alcantara_(1809),1809,39.72222°N 6.88972°W
Battle of Linz-Urfahr,https://en.wikipedia.org/wiki/Battle_of_Linz-Urfahr,1809,48.300°N 14.283°E
Battle of Aspern-Essling,https://en.wikipedia.org/wiki/Battle_of_Aspern-Essling,1809,48.21306°N 16.50250°E
Battle of Alcañiz,https://en.wikipedia.org/wiki/Battle_of_Alca%C3%B1iz,1809,41.0500°N 0.1300°E
Battle of Sankt Michael,https://en.wikipedia.org/wiki/Battle_of_Sankt_Michael,1809,47.33861°N 15.01833°E
Battle of Stralsund (1809),https://en.wikipedia.org/wiki/Battle_of_Stralsund_(1809),1809,54.30917°N 13.08194°E
Battle of María,https://en.wikipedia.org/wiki/Battle_of_Mar%C3%ADa,1809,41.5522°N 0.9919°W
Battle of Belchite (1809),https://en.wikipedia.org/wiki/Battle_of_Belchite_(1809),1809,41.300°N 0.750°W
Battle of Graz,https://en.wikipedia.org/wiki/Battle_of_Graz,1809,47.067°N 15.433°E
Battle of Wagram,https://en.wikipedia.org/wiki/Battle_of_Wagram,1809,48.29944°N 16.56444°E
Battle of Gefrees,https://en.wikipedia.org/wiki/Battle_of_Gefrees,1809,50.0951389°N 11.7398361°E
Battle of Hollabrunn (1809),https://en.wikipedia.org/wiki/Battle_of_Hollabrunn_(1809),1809,48.567°N 16.100°E
Battle of Talavera,https://en.wikipedia.org/wiki/Battle_of_Talavera,1809,39.967°N 4.833°W
Battle of Halberstadt,https://en.wikipedia.org/wiki/Battle_of_Halberstadt,1809,51.89583°N 11.04667°E
Battle of Ölper (1809),https://en.wikipedia.org/wiki/Battle_of_%C3%96lper_(1809),1809,52.28611°N 10.49667°E
Battle of Almonacid,https://en.wikipedia.org/wiki/Battle_of_Almonacid,1809,39.733°N 3.867°W
Battle of Ratan and Sävar,https://en.wikipedia.org/wiki/Battle_of_Ratan_and_S%C3%A4var,1809,63.9922194°N 20.8977806°E
Battle of Tamames,https://en.wikipedia.org/wiki/Battle_of_Tamames,1809,40.66°N 6.10°W
Battle of Ocaña,https://en.wikipedia.org/wiki/Battle_of_Oca%C3%B1a,1809,39.950°N 3.500°W
Battle of Alba de Tormes,https://en.wikipedia.org/wiki/Battle_of_Alba_de_Tormes,1809,40.833°N 5.500°W
Battle of Mollet,https://en.wikipedia.org/wiki/Battle_of_Mollet,1810,41.5394°N 2.2133°E
Battle of Vic,https://en.wikipedia.org/wiki/Battle_of_Vic,1810,41.93028°N 2.25472°E
Battle of Grand Port,https://en.wikipedia.org/wiki/Battle_of_Grand_Port,1810,20.39028°S 57.73389°E
Battle of Batin,https://en.wikipedia.org/wiki/Battle_of_Batin,1810,43.667°N 25.667°E
Battle of La Bisbal,https://en.wikipedia.org/wiki/Battle_of_La_Bisbal,1810,41.96000°N 3.04056°E
Battle of Buçaco,https://en.wikipedia.org/wiki/Battle_of_Bu%C3%A7aco,1810,40.333°N 8.333°W
Battle of Fuengirola,https://en.wikipedia.org/wiki/Battle_of_Fuengirola,1810,36.54167°N 4.62500°W
Battle of Saguntum,https://en.wikipedia.org/wiki/Battle_of_Saguntum,1810,39.6833°N 0.2667°W
Battle of Cotagaita,https://en.wikipedia.org/wiki/Battle_of_Cotagaita,1810,20.8177417°S 65.6597889°W
Battle of Suipacha,https://en.wikipedia.org/wiki/Battle_of_Suipacha,1810,21.5656028°S 65.60889°W
Battle of Monte de las Cruces,https://en.wikipedia.org/wiki/Battle_of_Monte_de_las_Cruces,1810,19.32944°N 99.31639°W
Battle of El Pla,https://en.wikipedia.org/wiki/Battle_of_El_Pla,1811,41.367°N 1.283°E
Battle of Calderón Bridge,https://en.wikipedia.org/wiki/Battle_of_Calder%C3%B3n_Bridge,1811,20.62278000°N 103.06889000°W
Battle of Paraguarí,https://en.wikipedia.org/wiki/Battle_of_Paraguar%C3%AD,1811,25.63333°S 57.15000°W
Battle of Barrosa,https://en.wikipedia.org/wiki/Battle_of_Barrosa,1811,36.3719°N 6.1765°W
Battle of Pombal,https://en.wikipedia.org/wiki/Battle_of_Pombal,1811,39.917°N 8.617°W
Battle of Redinha,https://en.wikipedia.org/wiki/Battle_of_Redinha,1811,40.050°N 8.633°W
Battle of Lissa (1811),https://en.wikipedia.org/wiki/Battle_of_Lissa_(1811),1811,43.08917°N 16.17167°E
Battle of Sabugal,https://en.wikipedia.org/wiki/Battle_of_Sabugal,1811,40.350°N 7.083°W
Battle of Fuentes de Oñoro,https://en.wikipedia.org/wiki/Battle_of_Fuentes_de_O%C3%B1oro,1811,40.583°N 6.817°W
Battle of Albuera,https://en.wikipedia.org/wiki/Battle_of_Albuera,1811,38.717°N 6.817°W
Battle of Huaqui,https://en.wikipedia.org/wiki/Battle_of_Huaqui,1811,16.6428361°S 68.9014694°W
Battle of Zújar,https://en.wikipedia.org/wiki/Battle_of_Z%C3%BAjar,1811,37.533°N 2.833°W
Battle of El Bodón,https://en.wikipedia.org/wiki/Battle_of_El_Bod%C3%B3n,1811,40.483°N 6.567°W
Siege of Tarifa (1812),https://en.wikipedia.org/wiki/Siege_of_Tarifa_(1812),1811,36.014°N 5.606°W
Battle of Arroyo dos Molinos,https://en.wikipedia.org/wiki/Battle_of_Arroyo_dos_Molinos,1811,39.183°N 6.167°W
Battle of Tippecanoe,https://en.wikipedia.org/wiki/Battle_of_Tippecanoe,1811,40.506°N 86.845°W
Battle of Al-Safra,https://en.wikipedia.org/wiki/Battle_of_Al-Safra,1812,24.467°N 39.600°E
Battle of Altafulla,https://en.wikipedia.org/wiki/Battle_of_Altafulla,1812,41.150°N 1.383°E
Siege of Ciudad Rodrigo (1812),https://en.wikipedia.org/wiki/Siege_of_Ciudad_Rodrigo_(1812),1812,40.59694°N 6.53917°W
Siege of Badajoz (1812),https://en.wikipedia.org/wiki/Siege_of_Badajoz_(1812),1812,38.88028°N 6.97528°W
Battle of Almaraz,https://en.wikipedia.org/wiki/Battle_of_Almaraz,1812,39.800°N 5.667°W
Battle of Lyngør,https://en.wikipedia.org/wiki/Battle_of_Lyng%C3%B8r,1812,58.633°N 9.133°E
Battle of Salamanca,https://en.wikipedia.org/wiki/Battle_of_Salamanca,1812,40.89353°N 5.64526°W
Battle of García Hernández,https://en.wikipedia.org/wiki/Battle_of_Garc%C3%ADa_Hern%C3%A1ndez,1812,40.86028°N 5.43250°W
Battle of Saltanovka,https://en.wikipedia.org/wiki/Battle_of_Saltanovka,1812,53.9000°N 30.3333°E
Battle of Ostrovno,https://en.wikipedia.org/wiki/Battle_of_Ostrovno,1812,55.1390°N 29.8554°E
Battle of Kobrin,https://en.wikipedia.org/wiki/Battle_of_Kobrin,1812,52.21611°N 24.36639°E
Battle of Klyastitsy,https://en.wikipedia.org/wiki/Battle_of_Klyastitsy,1812,55.883°N 28.600°E
Battle of Maguaga,https://en.wikipedia.org/wiki/Battle_of_Maguaga,1812,42.13609°N 83.18285°W
Battle of Majadahonda,https://en.wikipedia.org/wiki/Battle_of_Majadahonda,1812,40.4667°N 3.8667°W
Battle of Fort Dearborn,https://en.wikipedia.org/wiki/Battle_of_Fort_Dearborn,1812,41.85778°N 87.61917°W
Siege of Detroit,https://en.wikipedia.org/wiki/Siege_of_Detroit,1812,42.3300°N 83.0487°W
Battle of Smolensk (1812),https://en.wikipedia.org/wiki/Battle_of_Smolensk_(1812),1812,54.767°N 32.033°E
First Battle of Polotsk,https://en.wikipedia.org/wiki/First_Battle_of_Polotsk,1812,55.483°N 28.800°E
Battle of Valutino,https://en.wikipedia.org/wiki/Battle_of_Valutino,1812,54.8231°N 32.2411°E
Siege of Fort Harrison,https://en.wikipedia.org/wiki/Siege_of_Fort_Harrison,1812,39.50861°N 87.41111°W
Battle of Borodino,https://en.wikipedia.org/wiki/Battle_of_Borodino,1812,55.517°N 35.817°E
Siege of Burgos,https://en.wikipedia.org/wiki/Siege_of_Burgos,1812,42.350°N 3.700°W
Battle of Tucumán,https://en.wikipedia.org/wiki/Battle_of_Tucum%C3%A1n,1812,26.8374111°S 65.2169611°W
Battle of Mesoten,https://en.wikipedia.org/wiki/Battle_of_Mesoten,1812,56.433°N 24.050°E
Battle of Queenston Heights,https://en.wikipedia.org/wiki/Battle_of_Queenston_Heights,1812,43.16192°N 79.05049°W
Battle of Tarutino,https://en.wikipedia.org/wiki/Battle_of_Tarutino,1812,55.17722°N 37.00278°E
Second Battle of Polotsk,https://en.wikipedia.org/wiki/Second_Battle_of_Polotsk,1812,55.483°N 28.800°E
Battle of Maloyaroslavets,https://en.wikipedia.org/wiki/Battle_of_Maloyaroslavets,1812,55.02167°N 36.45833°E
Battle of Czasniki (1812),https://en.wikipedia.org/wiki/Battle_of_Czasniki_(1812),1812,54.750°N 29.250°E
Battle of Aslanduz,https://en.wikipedia.org/wiki/Battle_of_Aslanduz,1812,39.44389°N 47.40556°E
Battle of Medina (1812),https://en.wikipedia.org/wiki/Battle_of_Medina_(1812),1812,24.467°N 39.600°E
Battle of Vyazma,https://en.wikipedia.org/wiki/Battle_of_Vyazma,1812,55.200°N 34.250°E
Battle of Smoliani,https://en.wikipedia.org/wiki/Battle_of_Smoliani,1812,54.600°N 30.067°E
Battle of Krasnoi,https://en.wikipedia.org/wiki/Battle_of_Krasnoi,1812,54.56000°N 31.43000°E
Battle of Lacolle Mills (1812),https://en.wikipedia.org/wiki/Battle_of_Lacolle_Mills_(1812),1812,45.0813°N 73.3726°W
Battle of Berezina,https://en.wikipedia.org/wiki/Battle_of_Berezina,1812,54.32472°N 28.35444°E
Battle of Cerrito,https://en.wikipedia.org/wiki/Battle_of_Cerrito,1812,34.85333°S 56.17028°W
Battle of Jeddah (1813),https://en.wikipedia.org/wiki/Battle_of_Jeddah_(1813),1813,21.54333°N 39.32278°E
Battle of Frenchtown,https://en.wikipedia.org/wiki/Battle_of_Frenchtown,1813,41.91361°N 83.37833°W
Ottoman return of Mecca 1813,https://en.wikipedia.org/wiki/Ottoman_return_of_Mecca_1813,1813,21.42250°N 39.82333°E
Battle of Salta,https://en.wikipedia.org/wiki/Battle_of_Salta,1813,24.7313917°S 65.3961333°W
Battle of San Lorenzo,https://en.wikipedia.org/wiki/Battle_of_San_Lorenzo,1813,32.74583°S 60.72917°W
Battle of York,https://en.wikipedia.org/wiki/Battle_of_York,1813,43.65250°N 79.38167°W
Battle of Lützen (1813),https://en.wikipedia.org/wiki/Battle_of_L%C3%BCtzen_(1813),1813,51.2167°N 12.1833°E
Siege of Fort Meigs,https://en.wikipedia.org/wiki/Siege_of_Fort_Meigs,1813,41.55250°N 83.65056°W
Battle of San Carlos (1813),https://en.wikipedia.org/wiki/Battle_of_San_Carlos_(1813),1813,36.44972°S 71.99361°W
Battle of Bautzen (1813),https://en.wikipedia.org/wiki/Battle_of_Bautzen_(1813),1813,51.1833°N 14.4167°E
Battle of Fort George,https://en.wikipedia.org/wiki/Battle_of_Fort_George,1813,43.250752°N 79.061111°W
Battle of Boston Harbor,https://en.wikipedia.org/wiki/Battle_of_Boston_Harbor,1813,42.65056°N 70.56556°W
Battle of Stoney Creek,https://en.wikipedia.org/wiki/Battle_of_Stoney_Creek,1813,43.218493°N 79.764344°W
Battle of Pequereque,https://en.wikipedia.org/wiki/Battle_of_Pequereque,1813,18.8308778°S 66.6826889°W
Battle of Vitoria,https://en.wikipedia.org/wiki/Battle_of_Vitoria,1813,42.850°N 2.683°W
Battle of Craney Island,https://en.wikipedia.org/wiki/Battle_of_Craney_Island,1813,36.94605°N 76.35360°W
Battle of Tolosa (1813),https://en.wikipedia.org/wiki/Battle_of_Tolosa_(1813),1813,43.133°N 2.083°W
Siege of San Sebastián,https://en.wikipedia.org/wiki/Siege_of_San_Sebasti%C3%A1n,1813,43.319°N 1.981°W
Battle of the Pyrenees,https://en.wikipedia.org/wiki/Battle_of_the_Pyrenees,1813,43.04667°N 1.61333°W
Battle of Burnt Corn,https://en.wikipedia.org/wiki/Battle_of_Burnt_Corn,1813,31.18957°N 87.12587°W
Battle of Sorauren,https://en.wikipedia.org/wiki/Battle_of_Sorauren,1813,42.8758°N 1.6189°W
Battle of Fort Stephenson,https://en.wikipedia.org/wiki/Battle_of_Fort_Stephenson,1813,41.34611°N 83.11528°W
Battle of St. Michaels,https://en.wikipedia.org/wiki/Battle_of_St._Michaels,1813,38.7842705°N 76.2225617°W
Battle of Medina,https://en.wikipedia.org/wiki/Battle_of_Medina,1813,29.10889°N 98.53917°W
Battle of Großbeeren,https://en.wikipedia.org/wiki/Battle_of_Gro%C3%9Fbeeren,1813,52.35000001°N 13.30000001°E
Battle of Katzbach,https://en.wikipedia.org/wiki/Battle_of_Katzbach,1813,51.10472°N 16.09917°E
Battle of Dresden,https://en.wikipedia.org/wiki/Battle_of_Dresden,1813,51.033°N 13.733°E
Battle of Kulm,https://en.wikipedia.org/wiki/Battle_of_Kulm,1813,50.6972°N 13.9389°E
Battle of San Marcial,https://en.wikipedia.org/wiki/Battle_of_San_Marcial,1813,43.32778°N 1.76139°W
Battle of Dennewitz,https://en.wikipedia.org/wiki/Battle_of_Dennewitz,1813,51.9667°N 13.0000°E
Battle of Lake Erie,https://en.wikipedia.org/wiki/Battle_of_Lake_Erie,1813,41.66222°N 82.82500°W
Second Battle of Kulm,https://en.wikipedia.org/wiki/Second_Battle_of_Kulm,1813,50.699725°N 13.939653°E
Battle of the Göhrde,https://en.wikipedia.org/wiki/Battle_of_the_G%C3%B6hrde,1813,53.153°N 10.835°E
Battle of Altenburg,https://en.wikipedia.org/wiki/Battle_of_Altenburg,1813,50.98500°N 12.43333°E
Battle of Roßlau,https://en.wikipedia.org/wiki/Battle_of_Ro%C3%9Flau,1813,51.833°N 12.250°E
Battle of Vilcapugio,https://en.wikipedia.org/wiki/Battle_of_Vilcapugio,1813,19.0368861°S 66.5919972°W
Battle of the Thames,https://en.wikipedia.org/wiki/Battle_of_the_Thames,1813,42.56250°N 81.93139°W
Battle of El Roble,https://en.wikipedia.org/wiki/Battle_of_El_Roble,1813,36.7563°S 72.4134°W
Battle of Leipzig,https://en.wikipedia.org/wiki/Battle_of_Leipzig,1813,51.333°N 12.383°E
Battle of the Chateauguay,https://en.wikipedia.org/wiki/Battle_of_the_Chateauguay,1813,45.1586°N 73.9286°W
Battle of Hanau,https://en.wikipedia.org/wiki/Battle_of_Hanau,1813,50.1331°N 8.9169°E
Battle of Tallushatchee,https://en.wikipedia.org/wiki/Battle_of_Tallushatchee,1813,33.812333°N 85.9069278°W
Battle of Talladega,https://en.wikipedia.org/wiki/Battle_of_Talladega,1813,33.4509222°N 86.168861°W
Battle of Nivelle,https://en.wikipedia.org/wiki/Battle_of_Nivelle,1813,43.38750°N 1.66917°W
Battle of Crysler's Farm,https://en.wikipedia.org/wiki/Battle_of_Crysler%27s_Farm,1813,44.934000°N 75.097000°W
Battle of Ayohuma,https://en.wikipedia.org/wiki/Battle_of_Ayohuma,1813,18.85583°S 66.13472°W
Battle of Autossee,https://en.wikipedia.org/wiki/Battle_of_Autossee,1813,32.440°N 85.943°W
Battle of Arnhem (1813),https://en.wikipedia.org/wiki/Battle_of_Arnhem_(1813),1813,51.983°N 5.917°E
Battle of Araure,https://en.wikipedia.org/wiki/Battle_of_Araure,1813,9.567°N 69.217°W
Battle of the Nive,https://en.wikipedia.org/wiki/Battle_of_the_Nive,1813,43.4563°N 1.4892°W
Battle of Hoogstraten,https://en.wikipedia.org/wiki/Battle_of_Hoogstraten,1814,51.400°N 4.767°E
Battles of Emuckfaw and Enotachopo Creek,https://en.wikipedia.org/wiki/Battles_of_Emuckfaw_and_Enotachopo_Creek,1814,32.972667°N 85.7366167°W
Battle of Calebee Creek,https://en.wikipedia.org/wiki/Battle_of_Calebee_Creek,1814,32.4053194°N 85.7048722°W
Battle of Brienne,https://en.wikipedia.org/wiki/Battle_of_Brienne,1814,48.391586°N 4.520581°E
Battle of La Rothière,https://en.wikipedia.org/wiki/Battle_of_La_Rothi%C3%A8re,1814,48.3458°N 4.5583°E
Battle of Lesmont,https://en.wikipedia.org/wiki/Battle_of_Lesmont,1814,48.4283°N 4.4153°E
Battle of Champaubert,https://en.wikipedia.org/wiki/Battle_of_Champaubert,1814,48.88083°N 3.77583°E
Battle of Montmirail,https://en.wikipedia.org/wiki/Battle_of_Montmirail,1814,48.8958°N 3.4807°E
Battle of Château-Thierry (1814),https://en.wikipedia.org/wiki/Battle_of_Ch%C3%A2teau-Thierry_(1814),1814,49.0400°N 3.4000°E
Battle of Vauchamps,https://en.wikipedia.org/wiki/Battle_of_Vauchamps,1814,48.8811°N 3.6164°E
Battle of Mormant,https://en.wikipedia.org/wiki/Battle_of_Mormant,1814,48.60778°N 2.88861°E
Battle of Montereau,https://en.wikipedia.org/wiki/Battle_of_Montereau,1814,48.3853°N 2.9508°E
Battle of Bar-sur-Aube,https://en.wikipedia.org/wiki/Battle_of_Bar-sur-Aube,1814,48.267°N 4.717°E
Battle of Orthez,https://en.wikipedia.org/wiki/Battle_of_Orthez,1814,43.483°N 0.767°W
Battle of Gué-à-Tresmes,https://en.wikipedia.org/wiki/Battle_of_Gu%C3%A9-%C3%A0-Tresmes,1814,49.00778°N 2.97611°E
Battle of Saint-Julien (1814),https://en.wikipedia.org/wiki/Battle_of_Saint-Julien_(1814),1814,46.14361°N 6.08111°E
Battle of Laubressel,https://en.wikipedia.org/wiki/Battle_of_Laubressel,1814,48.29972°N 4.21278°E
