battle,link,date,latitude,longitude
Battle of Hoyerswerda,https://en.wikipedia.org/wiki/Battle_of_Hoyerswerda,1759 AD,51.56,14.15
St. Francis Raid,https://en.wikipedia.org/wiki/St._Francis_Raid,1759 AD,46.06611,-72.82611
Battle of Chinsurah,https://en.wikipedia.org/wiki/Battle_of_Chinsurah,1759 AD,22.9,88.39
Battle of Quiberon Bay,https://en.wikipedia.org/wiki/Battle_of_Quiberon_Bay,1759 AD,47.517,-3.0
Battle of Maxen,https://en.wikipedia.org/wiki/Battle_of_Maxen,1759 AD,50.9236,13.8028
Battle of Meissen,https://en.wikipedia.org/wiki/Battle_of_Meissen,1759 AD,51.1636,13.4775
Battle of Udgir,https://en.wikipedia.org/wiki/Battle_of_Udgir,1760 AD,18.662056,77.199833
Battle of Wandiwash,https://en.wikipedia.org/wiki/Battle_of_Wandiwash,1760 AD,12.5,79.62
Battle of Carrickfergus (1760),https://en.wikipedia.org/wiki/Battle_of_Carrickfergus_(1760),1760 AD,54.71345,-5.80629
Battle of Neustadt (1760),https://en.wikipedia.org/wiki/Battle_of_Neustadt_(1760),1760 AD,50.31972,17.57917
Battle of Sainte-Foy,https://en.wikipedia.org/wiki/Battle_of_Sainte-Foy,1760 AD,46.80222,-71.24194
Battle of Pointe-aux-Trembles,https://en.wikipedia.org/wiki/Battle_of_Pointe-aux-Trembles,1760 AD,46.42,-71.5833
Siege of Glatz,https://en.wikipedia.org/wiki/Siege_of_Glatz,1760 AD,50.433333,16.65
Sainte-Thérèse Raid,https://en.wikipedia.org/wiki/Sainte-Th%C3%A9r%C3%A8se_Raid,1760 AD,45.389111,-73.257515
Battle of Landeshut (1760),https://en.wikipedia.org/wiki/Battle_of_Landeshut_(1760),1760 AD,50.783333,16.033333
Battle of Corbach,https://en.wikipedia.org/wiki/Battle_of_Corbach,1760 AD,51.2833,8.8667
Siege of Dresden,https://en.wikipedia.org/wiki/Siege_of_Dresden,1760 AD,51.05,13.7333
Battle of Warburg,https://en.wikipedia.org/wiki/Battle_of_Warburg,1760 AD,51.4973611,9.1289528
Battle of Liegnitz (1760),https://en.wikipedia.org/wiki/Battle_of_Liegnitz_(1760),1760 AD,51.225,16.18806
Battle of the Thousand Islands,https://en.wikipedia.org/wiki/Battle_of_the_Thousand_Islands,1760 AD,44.740861,-75.441667
Siege of Pondicherry (1760),https://en.wikipedia.org/wiki/Siege_of_Pondicherry_(1760),1760 AD,11.93,79.83
Raid on Berlin,https://en.wikipedia.org/wiki/Raid_on_Berlin,1760 AD,52.5186,13.4081
Battle of Kloster Kampen,https://en.wikipedia.org/wiki/Battle_of_Kloster_Kampen,1760 AD,51.5022,6.5161
Battle of Torgau,https://en.wikipedia.org/wiki/Battle_of_Torgau,1760 AD,51.575,12.925
Third Battle of Panipat,https://en.wikipedia.org/wiki/Third_Battle_of_Panipat,1761 AD,29.39,76.97
Battle of Langensalza (1761),https://en.wikipedia.org/wiki/Battle_of_Langensalza_(1761),1761 AD,51.108,10.6468
Battle of Grünberg,https://en.wikipedia.org/wiki/Battle_of_Gr%C3%BCnberg,1761 AD,50.6,8.95
Siege of Cassel (1761),https://en.wikipedia.org/wiki/Siege_of_Cassel_(1761),1761 AD,51.3197,9.4978
Capture of Belle Île,https://en.wikipedia.org/wiki/Capture_of_Belle_%C3%8Ele,1761 AD,47.3321,-3.1668
Capture of Agra,https://en.wikipedia.org/wiki/Capture_of_Agra,1761 AD,27.1795,78.0211
Invasion of Dominica (1761),https://en.wikipedia.org/wiki/Invasion_of_Dominica_(1761),1761 AD,15.3,-61.3831
Battle of Villinghausen,https://en.wikipedia.org/wiki/Battle_of_Villinghausen,1761 AD,51.66222,7.99528
Invasion of Martinique (1762),https://en.wikipedia.org/wiki/Invasion_of_Martinique_(1762),1762 AD,14.66,-61.0
Siege of Havana,https://en.wikipedia.org/wiki/Siege_of_Havana,1762 AD,23.0964,-82.3747
Battle of Wilhelmsthal,https://en.wikipedia.org/wiki/Battle_of_Wilhelmsthal,1762 AD,51.4167,9.4
Battle of Lutterberg (1762),https://en.wikipedia.org/wiki/Battle_of_Lutterberg_(1762),1762 AD,51.35,9.5997
Battle of Burkersdorf (1762),https://en.wikipedia.org/wiki/Battle_of_Burkersdorf_(1762),1762 AD,50.793056,16.466111
Battle for the Río San Juan de Nicaragua,https://en.wikipedia.org/wiki/Battle_for_the_R%C3%ADo_San_Juan_de_Nicaragua,1762 AD,11.01778,-84.40111
Siege of Schweidnitz (1762),https://en.wikipedia.org/wiki/Siege_of_Schweidnitz_(1762),1762 AD,50.85,16.483
Siege of Almeida (1762),https://en.wikipedia.org/wiki/Siege_of_Almeida_(1762),1762 AD,40.726,-6.9061
Battle of Valencia de Alcántara,https://en.wikipedia.org/wiki/Battle_of_Valencia_de_Alc%C3%A1ntara,1762 AD,39.4167,-7.2333
Battle of Nauheim,https://en.wikipedia.org/wiki/Battle_of_Nauheim,1762 AD,49.9508,8.4633
Battle of Signal Hill,https://en.wikipedia.org/wiki/Battle_of_Signal_Hill,1762 AD,47.56972,-52.68194
Battle of Manila (1762),https://en.wikipedia.org/wiki/Battle_of_Manila_(1762),1762 AD,14.5833,120.9667
Battle of Vila Velha,https://en.wikipedia.org/wiki/Battle_of_Vila_Velha,1762 AD,39.65,-7.67
Battle of Freiberg,https://en.wikipedia.org/wiki/Battle_of_Freiberg,1762 AD,50.9119,13.3428
Battle of Marvão,https://en.wikipedia.org/wiki/Battle_of_Marv%C3%A3o,1762 AD,39.394528,-7.376556
Siege of Fort Detroit,https://en.wikipedia.org/wiki/Siege_of_Fort_Detroit,1763 AD,42.32806,-83.04778
Battle of Point Pelee,https://en.wikipedia.org/wiki/Battle_of_Point_Pelee,1763 AD,41.95,-82.514
Siege of Fort Pitt,https://en.wikipedia.org/wiki/Siege_of_Fort_Pitt,1763 AD,40.4412,-80.0098
Battle of Bloody Run,https://en.wikipedia.org/wiki/Battle_of_Bloody_Run,1763 AD,42.34203,-83.0143
Battle of Bushy Run,https://en.wikipedia.org/wiki/Battle_of_Bushy_Run,1763 AD,40.35556,-79.62361
Battle of Devil's Hole,https://en.wikipedia.org/wiki/Battle_of_Devil%27s_Hole,1763 AD,43.13389,-79.04556
Battle of Atakpamé,https://en.wikipedia.org/wiki/Battle_of_Atakpam%C3%A9,1764 AD,7.528639,1.13025
Battle of Sindhuli,https://en.wikipedia.org/wiki/Battle_of_Sindhuli,1767 AD,27.2806,85.95501
Battle of Maonda and Mandholi,https://en.wikipedia.org/wiki/Battle_of_Maonda_and_Mandholi,1767 AD,27.767,75.8
Battle of Goteik Gorge,https://en.wikipedia.org/wiki/Battle_of_Goteik_Gorge,1767 AD,22.617,97.283
Battle of Bang Rajan,https://en.wikipedia.org/wiki/Battle_of_Bang_Rajan,1767 AD,14.9,100.317
Battle of Kama,https://en.wikipedia.org/wiki/Battle_of_Kama,1768 AD,27.767,75.8
Battle of Borgo,https://en.wikipedia.org/wiki/Battle_of_Borgo,1768 AD,42.5547,9.4281
Battle of Kathmandu,https://en.wikipedia.org/wiki/Battle_of_Kathmandu,1768 AD,27.7167,85.3667
Battle of Ponte Novu,https://en.wikipedia.org/wiki/Battle_of_Ponte_Novu,1769 AD,42.485,9.28
Capture of Port Egmont,https://en.wikipedia.org/wiki/Capture_of_Port_Egmont,1770 AD,-51.3537333,-60.0640472
Battle of Chesme,https://en.wikipedia.org/wiki/Battle_of_Chesme,1770 AD,38.317,26.3
Battle of Larga,https://en.wikipedia.org/wiki/Battle_of_Larga,1770 AD,46.654016,29.245777
Battle of Kagul,https://en.wikipedia.org/wiki/Battle_of_Kagul,1770 AD,45.917,28.183
Battle of Aspindza,https://en.wikipedia.org/wiki/Battle_of_Aspindza,1770 AD,41.5741,43.2496889
Battle of Vromopigada,https://en.wikipedia.org/wiki/Battle_of_Vromopigada,1770 AD,36.667,22.5
Battle at the Yadkin River,https://en.wikipedia.org/wiki/Battle_at_the_Yadkin_River,1771 AD,51.074,-1.7936
Battle of Alamance,https://en.wikipedia.org/wiki/Battle_of_Alamance,1771 AD,36.00833,-79.52056
Battle of Lanckorona,https://en.wikipedia.org/wiki/Battle_of_Lanckorona,1771 AD,49.845699,19.715431
Battle of Stołowicze,https://en.wikipedia.org/wiki/Battle_of_Sto%C5%82owicze,1771 AD,53.214722,26.036667
Battle of Kozludzha,https://en.wikipedia.org/wiki/Battle_of_Kozludzha,1774 AD,43.329417,27.5927528
Battle of Kazan (1774),https://en.wikipedia.org/wiki/Battle_of_Kazan_(1774),1774 AD,55.783,49.167
Battle of Point Pleasant,https://en.wikipedia.org/wiki/Battle_of_Point_Pleasant,1774 AD,38.8393,-82.1408
Siege of Melilla (1774–1775),https://en.wikipedia.org/wiki/Siege_of_Melilla_(1774%E2%80%931775),1774 AD,35.3,-2.95
Battle of Pachgaon,https://en.wikipedia.org/wiki/Battle_of_Pachgaon,1775 AD,28.314357,76.898037
Battle of Lexington and Concord,https://en.wikipedia.org/wiki/Battle_of_Lexington_and_Concord,1775 AD,42.44944,-71.23083
Capture of Fort Ticonderoga,https://en.wikipedia.org/wiki/Capture_of_Fort_Ticonderoga,1775 AD,43.84139,-73.38806
Battle off Fairhaven,https://en.wikipedia.org/wiki/Battle_off_Fairhaven,1775 AD,41.54,-70.83
Battle of Chelsea Creek,https://en.wikipedia.org/wiki/Battle_of_Chelsea_Creek,1775 AD,42.3818806,-71.0320194
Battle of Machias,https://en.wikipedia.org/wiki/Battle_of_Machias,1775 AD,44.68444,-67.38306
Battle of Bunker Hill,https://en.wikipedia.org/wiki/Battle_of_Bunker_Hill,1775 AD,42.376361,-71.060778
Battle of Gloucester (1775),https://en.wikipedia.org/wiki/Battle_of_Gloucester_(1775),1775 AD,42.6064222,-70.6637194
Siege of Fort St. Jean,https://en.wikipedia.org/wiki/Siege_of_Fort_St._Jean,1775 AD,45.317,-73.267
Rising of the Priests,https://en.wikipedia.org/wiki/Rising_of_the_Priests,1775 AD,35.90194,14.51861
Battle of Longue Pointe,https://en.wikipedia.org/wiki/Battle_of_Longue_Pointe,1775 AD,45.5625,-73.53083
Burning of Falmouth,https://en.wikipedia.org/wiki/Burning_of_Falmouth,1775 AD,43.65472,-70.25361
Battle of Kemp's Landing,https://en.wikipedia.org/wiki/Battle_of_Kemp%27s_Landing,1775 AD,36.82694,-76.16028
Siege of Savage's Old Fields,https://en.wikipedia.org/wiki/Siege_of_Savage%27s_Old_Fields,1775 AD,34.14694,-82.02444
"Raid on Yarmouth, Nova Scotia (1775)","https://en.wikipedia.org/wiki/Raid_on_Yarmouth,_Nova_Scotia_(1775)",1775 AD,43.807,-66.158
Battle of Great Bridge,https://en.wikipedia.org/wiki/Battle_of_Great_Bridge,1775 AD,36.71972,-76.23861
Battle of Great Cane Brake,https://en.wikipedia.org/wiki/Battle_of_Great_Cane_Brake,1775 AD,34.6561167,-82.3163833
Battle of Quebec (1775),https://en.wikipedia.org/wiki/Battle_of_Quebec_(1775),1775 AD,46.815,-71.20222
Battle of Moore's Creek Bridge,https://en.wikipedia.org/wiki/Battle_of_Moore%27s_Creek_Bridge,1776 AD,34.45778,-78.10972
Battle of the Rice Boats,https://en.wikipedia.org/wiki/Battle_of_the_Rice_Boats,1776 AD,32.08111,-81.08583
Raid of Nassau,https://en.wikipedia.org/wiki/Raid_of_Nassau,1776 AD,25.06,-77.345
Battle of Saint-Pierre,https://en.wikipedia.org/wiki/Battle_of_Saint-Pierre,1776 AD,46.92,-70.63
Battle of Block Island,https://en.wikipedia.org/wiki/Battle_of_Block_Island,1776 AD,40.934888,-71.018829
Battle of The Cedars,https://en.wikipedia.org/wiki/Battle_of_The_Cedars,1776 AD,45.3099,-74.0353
Battle of Trois-Rivières,https://en.wikipedia.org/wiki/Battle_of_Trois-Rivi%C3%A8res,1776 AD,46.35,-72.55
Battle of Sullivan's Island,https://en.wikipedia.org/wiki/Battle_of_Sullivan%27s_Island,1776 AD,32.759,-79.8579
Battle of Turtle Gut Inlet,https://en.wikipedia.org/wiki/Battle_of_Turtle_Gut_Inlet,1776 AD,38.95833,-74.84167
First Battle of Terrenate,https://en.wikipedia.org/wiki/First_Battle_of_Terrenate,1776 AD,31.75083,-110.20194
Battle of Gwynn's Island,https://en.wikipedia.org/wiki/Battle_of_Gwynn%27s_Island,1776 AD,37.50417,-76.28861
Battle of Lindley's Fort,https://en.wikipedia.org/wiki/Battle_of_Lindley%27s_Fort,1776 AD,34.45965,-82.118268
Battle of Long Island,https://en.wikipedia.org/wiki/Battle_of_Long_Island,1776 AD,40.666,-73.966
Landing at Kip's Bay,https://en.wikipedia.org/wiki/Landing_at_Kip%27s_Bay,1776 AD,40.7363306,-73.974639
Battle of Harlem Heights,https://en.wikipedia.org/wiki/Battle_of_Harlem_Heights,1776 AD,40.809,-73.956
Battle of Valcour Island,https://en.wikipedia.org/wiki/Battle_of_Valcour_Island,1776 AD,44.61056,-73.43028
Rutherford Light Horse expedition,https://en.wikipedia.org/wiki/Rutherford_Light_Horse_expedition,1776 AD,36.2,-82.15
Battle of Pell's Point,https://en.wikipedia.org/wiki/Battle_of_Pell%27s_Point,1776 AD,40.86617,-73.81048
Battle of White Plains,https://en.wikipedia.org/wiki/Battle_of_White_Plains,1776 AD,41.04,-73.77861
Battle of Fort Cumberland (1776),https://en.wikipedia.org/wiki/Battle_of_Fort_Cumberland_(1776),1776 AD,45.865,-64.29111
Ambush of Geary,https://en.wikipedia.org/wiki/Ambush_of_Geary,1776 AD,40.45694,-74.85944
Battle of Iron Works Hill,https://en.wikipedia.org/wiki/Battle_of_Iron_Works_Hill,1776 AD,39.995,-74.78694
Battle of Trenton,https://en.wikipedia.org/wiki/Battle_of_Trenton,1776 AD,40.217,-74.758
Battle of Fort Cumberland,https://en.wikipedia.org/wiki/Battle_of_Fort_Cumberland,1776 AD,45.865,-64.29111
Battle of the Assunpink Creek,https://en.wikipedia.org/wiki/Battle_of_the_Assunpink_Creek,1777 AD,40.22167,-74.75611
Battle of Princeton,https://en.wikipedia.org/wiki/Battle_of_Princeton,1777 AD,40.33,-74.675
Battle of Millstone,https://en.wikipedia.org/wiki/Battle_of_Millstone,1777 AD,40.53889,-74.59333
Battle of Punk Hill,https://en.wikipedia.org/wiki/Battle_of_Punk_Hill,1777 AD,40.523,-74.357
Battle of Bound Brook,https://en.wikipedia.org/wiki/Battle_of_Bound_Brook,1777 AD,40.5589,-74.5278
Battle of Ridgefield,https://en.wikipedia.org/wiki/Battle_of_Ridgefield,1777 AD,41.30528,-73.50139
Battle of Thomas Creek,https://en.wikipedia.org/wiki/Battle_of_Thomas_Creek,1777 AD,30.5068,-81.792117
Meigs Raid,https://en.wikipedia.org/wiki/Meigs_Raid,1777 AD,40.99667,-72.29222
Battle of Short Hills,https://en.wikipedia.org/wiki/Battle_of_Short_Hills,1777 AD,40.75,-74.332
Siege of Fort Ticonderoga (1777),https://en.wikipedia.org/wiki/Siege_of_Fort_Ticonderoga_(1777),1777 AD,43.84139,-73.38806
Battle of Hubbardton,https://en.wikipedia.org/wiki/Battle_of_Hubbardton,1777 AD,43.69528,-73.13861
Battle of Fort Anne,https://en.wikipedia.org/wiki/Battle_of_Fort_Anne,1777 AD,43.4261194,-73.4805111
Battle of Oriskany,https://en.wikipedia.org/wiki/Battle_of_Oriskany,1777 AD,43.1767,-75.37
Battle of Machias (1777),https://en.wikipedia.org/wiki/Battle_of_Machias_(1777),1777 AD,44.71405,-67.460861
Battle of Bennington,https://en.wikipedia.org/wiki/Battle_of_Bennington,1777 AD,42.93861,-73.30444
Battle of Staten Island,https://en.wikipedia.org/wiki/Battle_of_Staten_Island,1777 AD,40.5762806,-74.1448389
Battle of Setauket,https://en.wikipedia.org/wiki/Battle_of_Setauket,1777 AD,40.94583,-73.11139
Battle of Cooch's Bridge,https://en.wikipedia.org/wiki/Battle_of_Cooch%27s_Bridge,1777 AD,39.63972,-75.72667
Battle of Brandywine,https://en.wikipedia.org/wiki/Battle_of_Brandywine,1777 AD,39.872,-75.59
Battle of the Clouds,https://en.wikipedia.org/wiki/Battle_of_the_Clouds,1777 AD,40.045341,-75.573084
Battle of 1st Saratoga,https://en.wikipedia.org/wiki/Battle_of_1st_Saratoga,1777 AD,42.99889,-73.6375
Battle of Paoli,https://en.wikipedia.org/wiki/Battle_of_Paoli,1777 AD,40.02972,-75.51833
Battle of Germantown,https://en.wikipedia.org/wiki/Battle_of_Germantown,1777 AD,40.0238,-75.1597
Battle of Forts Clinton and Montgomery,https://en.wikipedia.org/wiki/Battle_of_Forts_Clinton_and_Montgomery,1777 AD,41.32278,-73.98972
Battle of Bemis Heights,https://en.wikipedia.org/wiki/Battle_of_Bemis_Heights,1777 AD,42.99889,-73.6375
Battle of Red Bank,https://en.wikipedia.org/wiki/Battle_of_Red_Bank,1777 AD,39.871371,-75.18941
Battle of Gloucester (1777),https://en.wikipedia.org/wiki/Battle_of_Gloucester_(1777),1777 AD,39.87206,-75.18871
Battle of White Marsh,https://en.wikipedia.org/wiki/Battle_of_White_Marsh,1777 AD,40.126,-75.212
Battle of Matson's Ford,https://en.wikipedia.org/wiki/Battle_of_Matson%27s_Ford,1777 AD,40.07128,-75.309935
Battle of Stillwater,https://en.wikipedia.org/wiki/Battle_of_Stillwater,1777 AD,42.99889,-73.6375
Battle off Barbados,https://en.wikipedia.org/wiki/Battle_off_Barbados,1778 AD,13.187,-59.457
Battle of Quinton's Bridge,https://en.wikipedia.org/wiki/Battle_of_Quinton%27s_Bridge,1778 AD,39.548485,-75.414366
North Channel Naval Duel,https://en.wikipedia.org/wiki/North_Channel_Naval_Duel,1778 AD,54.72417,-5.45
Battle of Crooked Billet,https://en.wikipedia.org/wiki/Battle_of_Crooked_Billet,1778 AD,40.18405,-75.10043
Battle of Barren Hill,https://en.wikipedia.org/wiki/Battle_of_Barren_Hill,1778 AD,40.08416,-75.25076
Mount Hope Bay raids,https://en.wikipedia.org/wiki/Mount_Hope_Bay_raids,1778 AD,41.694,-71.216
Battle of Cobleskill,https://en.wikipedia.org/wiki/Battle_of_Cobleskill,1778 AD,42.67917,-74.48556
Battle of Wyoming,https://en.wikipedia.org/wiki/Battle_of_Wyoming,1778 AD,41.32056,-75.81889
Battle of Monmouth,https://en.wikipedia.org/wiki/Battle_of_Monmouth,1778 AD,40.256341,-74.320899
Battle of Ushant (1778),https://en.wikipedia.org/wiki/Battle_of_Ushant_(1778),1778 AD,48.56028,-7.38278
Battle of Rhode Island,https://en.wikipedia.org/wiki/Battle_of_Rhode_Island,1778 AD,41.596,-71.263
Grey's raid,https://en.wikipedia.org/wiki/Grey%27s_raid,1778 AD,41.63611,-70.93472
Attack on German Flatts (1778),https://en.wikipedia.org/wiki/Attack_on_German_Flatts_(1778),1778 AD,43.02611,-74.99028
Battle of Edgar's Lane,https://en.wikipedia.org/wiki/Battle_of_Edgar%27s_Lane,1778 AD,40.99833,-73.88139
Battle of Chestnut Neck,https://en.wikipedia.org/wiki/Battle_of_Chestnut_Neck,1778 AD,39.5446,-74.4614
Affair at Little Egg Harbor,https://en.wikipedia.org/wiki/Affair_at_Little_Egg_Harbor,1778 AD,39.549,-74.375
Battle of St. Lucia,https://en.wikipedia.org/wiki/Battle_of_St._Lucia,1778 AD,14.017,-60.983
Capture of St. Lucia,https://en.wikipedia.org/wiki/Capture_of_St._Lucia,1778 AD,13.8817,-60.9682
Capture of Savannah,https://en.wikipedia.org/wiki/Capture_of_Savannah,1778 AD,32.05083,-81.10389
Battle of Wadgaon,https://en.wikipedia.org/wiki/Battle_of_Wadgaon,1779 AD,18.7486,73.641
Battle of Beaufort,https://en.wikipedia.org/wiki/Battle_of_Beaufort,1779 AD,32.50028,-80.74361
Battle of Kettle Creek,https://en.wikipedia.org/wiki/Battle_of_Kettle_Creek,1779 AD,33.690796,-82.884563
Battle of Kealakekua Bay,https://en.wikipedia.org/wiki/Battle_of_Kealakekua_Bay,1779 AD,19.4769,-155.9252
Battle of Vincennes,https://en.wikipedia.org/wiki/Battle_of_Vincennes,1779 AD,38.679194,-87.535594
Battle of Brier Creek,https://en.wikipedia.org/wiki/Battle_of_Brier_Creek,1779 AD,32.811631,-81.482829
Chesapeake raid,https://en.wikipedia.org/wiki/Chesapeake_raid,1779 AD,38.05,-76.183
Battle of Chillicothe,https://en.wikipedia.org/wiki/Battle_of_Chillicothe,1779 AD,39.73056,-83.93778
Capture of Saint Vincent,https://en.wikipedia.org/wiki/Capture_of_Saint_Vincent,1779 AD,13.25,-61.2
Battle of Stono Ferry,https://en.wikipedia.org/wiki/Battle_of_Stono_Ferry,1779 AD,32.7570361,-80.1339333
Great Siege of Gibraltar,https://en.wikipedia.org/wiki/Great_Siege_of_Gibraltar,1779 AD,36.1397,-5.3551
Capture of Grenada (1779),https://en.wikipedia.org/wiki/Capture_of_Grenada_(1779),1779 AD,12.05,-61.75
Tryon's raid,https://en.wikipedia.org/wiki/Tryon%27s_raid,1779 AD,41.31,-72.92361
Battle of Grenada,https://en.wikipedia.org/wiki/Battle_of_Grenada,1779 AD,12.05,-61.75
Battle of Norwalk,https://en.wikipedia.org/wiki/Battle_of_Norwalk,1779 AD,41.1174,-73.4095
Battle of Stony Point,https://en.wikipedia.org/wiki/Battle_of_Stony_Point,1779 AD,41.241,-73.974
Battle of Minisink,https://en.wikipedia.org/wiki/Battle_of_Minisink,1779 AD,41.48889,-74.97083
Penobscot Expedition,https://en.wikipedia.org/wiki/Penobscot_Expedition,1779 AD,44.391,-68.8056
Battle of Paulus Hook,https://en.wikipedia.org/wiki/Battle_of_Paulus_Hook,1779 AD,40.70757,-74.03961
Battle of Newtown,https://en.wikipedia.org/wiki/Battle_of_Newtown,1779 AD,42.045278,-76.733333
Battle of Fort Bute,https://en.wikipedia.org/wiki/Battle_of_Fort_Bute,1779 AD,30.32361,-91.13694
Battle of Lake Pontchartrain,https://en.wikipedia.org/wiki/Battle_of_Lake_Pontchartrain,1779 AD,30.18889,-90.10139
Boyd and Parker ambush,https://en.wikipedia.org/wiki/Boyd_and_Parker_ambush,1779 AD,42.717064,-77.727602
Battle of Baton Rouge (1779),https://en.wikipedia.org/wiki/Battle_of_Baton_Rouge_(1779),1779 AD,30.45,-91.1333
Fort New Richmond,https://en.wikipedia.org/wiki/Fort_New_Richmond,1779 AD,30.4542,-91.1884
Battle of Flamborough Head,https://en.wikipedia.org/wiki/Battle_of_Flamborough_Head,1779 AD,54.1625,-0.11944
Battle of San Fernando de Omoa,https://en.wikipedia.org/wiki/Battle_of_San_Fernando_de_Omoa,1779 AD,15.77389,-88.03639
Battle of Martinique (1779),https://en.wikipedia.org/wiki/Battle_of_Martinique_(1779),1779 AD,14.583,-61.15
Battle of Guadeloupe (1779),https://en.wikipedia.org/wiki/Battle_of_Guadeloupe_(1779),1779 AD,16.265,-61.551
Capture of Río Hondo,https://en.wikipedia.org/wiki/Capture_of_R%C3%ADo_Hondo,1779 AD,18.48778,-88.31833
Action of 8 January 1780,https://en.wikipedia.org/wiki/Action_of_8_January_1780,1780 AD,43.0,-20.25
Battle of Cape St. Vincent (1780),https://en.wikipedia.org/wiki/Battle_of_Cape_St._Vincent_(1780),1780 AD,36.81806,-8.56361
Battle of Young's House,https://en.wikipedia.org/wiki/Battle_of_Young%27s_House,1780 AD,41.12167,-73.77694
Battle of Fort Charlotte,https://en.wikipedia.org/wiki/Battle_of_Fort_Charlotte,1780 AD,30.6861194,-88.0415056
San Juan Expedition (1780),https://en.wikipedia.org/wiki/San_Juan_Expedition_(1780),1780 AD,11.01917,-84.39639
Battle of Monck's Corner,https://en.wikipedia.org/wiki/Battle_of_Monck%27s_Corner,1780 AD,33.19667,-80.00667
Battle of Lenud's Ferry,https://en.wikipedia.org/wiki/Battle_of_Lenud%27s_Ferry,1780 AD,33.3047083,-79.675083
Siege of Charleston,https://en.wikipedia.org/wiki/Siege_of_Charleston,1780 AD,32.7942,-79.9420167
Battle of Saint Louis,https://en.wikipedia.org/wiki/Battle_of_Saint_Louis,1780 AD,38.624278,-90.189222
Battle of Waxhaws,https://en.wikipedia.org/wiki/Battle_of_Waxhaws,1780 AD,34.7419528,-80.6257917
Battle of Connecticut Farms,https://en.wikipedia.org/wiki/Battle_of_Connecticut_Farms,1780 AD,40.6951,-74.2734
Battle of Mobley's Meeting House,https://en.wikipedia.org/wiki/Battle_of_Mobley%27s_Meeting_House,1780 AD,34.45333,-81.2725
Battle of Ramsour's Mill,https://en.wikipedia.org/wiki/Battle_of_Ramsour%27s_Mill,1780 AD,35.4784,-81.2591
Battle of Springfield (1780),https://en.wikipedia.org/wiki/Battle_of_Springfield_(1780),1780 AD,40.7101,-74.3069
Huck's Defeat,https://en.wikipedia.org/wiki/Huck%27s_Defeat,1780 AD,34.8652278,-81.1756194
Battle of Bull's Ferry,https://en.wikipedia.org/wiki/Battle_of_Bull%27s_Ferry,1780 AD,40.789,-74.0
Battle of Colson's Mill,https://en.wikipedia.org/wiki/Battle_of_Colson%27s_Mill,1780 AD,35.1543722,-80.084925
Battle of Rocky Mount,https://en.wikipedia.org/wiki/Battle_of_Rocky_Mount,1780 AD,34.5398639,-80.8759417
Battle of Hanging Rock,https://en.wikipedia.org/wiki/Battle_of_Hanging_Rock,1780 AD,34.565667,-80.6617917
Battle of Piqua,https://en.wikipedia.org/wiki/Battle_of_Piqua,1780 AD,39.9125,-83.90833
Action of 9 August 1780,https://en.wikipedia.org/wiki/Action_of_9_August_1780,1780 AD,35.83361,-13.23333
Battle of Camden,https://en.wikipedia.org/wiki/Battle_of_Camden,1780 AD,34.3645528,-80.6139
Battle of Fishing Creek,https://en.wikipedia.org/wiki/Battle_of_Fishing_Creek,1780 AD,34.635,-80.90583
Battle of Musgrove Mill,https://en.wikipedia.org/wiki/Battle_of_Musgrove_Mill,1780 AD,34.5935444,-81.8524778
Battle of Black Mingo,https://en.wikipedia.org/wiki/Battle_of_Black_Mingo,1780 AD,33.617,-79.433
Battle of Wahab's Plantation,https://en.wikipedia.org/wiki/Battle_of_Wahab%27s_Plantation,1780 AD,34.86084,-80.76265
Battle of Charlotte,https://en.wikipedia.org/wiki/Battle_of_Charlotte,1780 AD,35.22694,-80.84333
Battle of King's Mountain,https://en.wikipedia.org/wiki/Battle_of_King%27s_Mountain,1780 AD,35.11935,-81.39359
Battle of Shallow Ford,https://en.wikipedia.org/wiki/Battle_of_Shallow_Ford,1780 AD,36.08222,-80.52944
Battle of Klock's Field,https://en.wikipedia.org/wiki/Battle_of_Klock%27s_Field,1780 AD,42.99944,-74.70833
Battle of Tearcoat Swamp,https://en.wikipedia.org/wiki/Battle_of_Tearcoat_Swamp,1780 AD,33.803,-80.125
Battle of Fishdam Ford,https://en.wikipedia.org/wiki/Battle_of_Fishdam_Ford,1780 AD,34.5950639,-81.4196361
Battle of Sangarará,https://en.wikipedia.org/wiki/Battle_of_Sangarar%C3%A1,1780 AD,-13.95,-71.6
Battle of Blackstock's Farm,https://en.wikipedia.org/wiki/Battle_of_Blackstock%27s_Farm,1780 AD,34.6793,-81.8124
Battle of Fort St. George,https://en.wikipedia.org/wiki/Battle_of_Fort_St._George,1780 AD,40.756083,-72.880806
Siege of Kastania,https://en.wikipedia.org/wiki/Siege_of_Kastania,1780 AD,36.84243,22.39989
Battle of Jersey,https://en.wikipedia.org/wiki/Battle_of_Jersey,1781 AD,49.18238,-2.10749
Battle of Mobile (1781),https://en.wikipedia.org/wiki/Battle_of_Mobile_(1781),1781 AD,30.66405,-88.002075
Battle of Cowpens,https://en.wikipedia.org/wiki/Battle_of_Cowpens,1781 AD,35.136833,-81.816
Battle of Cowan's Ford,https://en.wikipedia.org/wiki/Battle_of_Cowan%27s_Ford,1781 AD,35.4283,-80.9519
