battle,link,date,latitude,longitude
Battle of Azukizaka,https://en.wikipedia.org/wiki/Battle_of_Azukizaka_(1564),1564 AD,34.930315306,137.178297694
Battle of Affane,https://en.wikipedia.org/wiki/Battle_of_Affane,1565 AD,52.124722,-7.837778
Siege of Malta,https://en.wikipedia.org/wiki/Siege_of_Malta_(1565),1565 AD,35.89194,14.51833
Battle of Glentaisie,https://en.wikipedia.org/wiki/Battle_of_Glentaisie,1565 AD,55.183,-6.267
Battle of Fukuda Bay,https://en.wikipedia.org/wiki/Battle_of_Fukuda_Bay,1565 AD,32.7444354,129.8262666
Battle of Axtorna,https://en.wikipedia.org/wiki/Battle_of_Axtorna,1565 AD,57.04,12.643
Battle of Szigetvár,https://en.wikipedia.org/wiki/Battle_of_Szigetv%C3%A1r,1566 AD,46.050663,17.797354
Battle of Oosterweel,https://en.wikipedia.org/wiki/Battle_of_Oosterweel,1567 AD,51.2436,4.3853
Siege of Inabayama Castle,https://en.wikipedia.org/wiki/Siege_of_Inabayama_Castle,1567 AD,35.26,136.46
Battle of Saint-Denis,https://en.wikipedia.org/wiki/Battle_of_Saint-Denis_(1567),1567 AD,48.5608,2.2114
Battle of Digomi,https://en.wikipedia.org/wiki/Battle_of_Digomi,1567 AD,41.76667,44.73333
Battle of Farsetmore,https://en.wikipedia.org/wiki/Battle_of_Farsetmore,1567 AD,54.954061,7.690015
Siege of Chartres,https://en.wikipedia.org/wiki/Siege_of_Chartres_(1568),1568 AD,48.456,1.484
Battle of Dahlen,https://en.wikipedia.org/wiki/Battle_of_Dahlen,1568 AD,51.133,6.367
Battle of Langside,https://en.wikipedia.org/wiki/Battle_of_Langside,1568 AD,55.8277,-4.27056
Battle of Heiligerlee,https://en.wikipedia.org/wiki/Battle_of_Heiligerlee_(1568),1568 AD,53.15,7.017
Battle of Jemmingen,https://en.wikipedia.org/wiki/Battle_of_Jemmingen,1568 AD,53.25,7.383
Battle of San Juan de Ulúa,https://en.wikipedia.org/wiki/Battle_of_San_Juan_de_Ul%C3%BAa_(1568),1568 AD,19.2075,-96.1325
Battle of Jodoigne,https://en.wikipedia.org/wiki/Battle_of_Jodoigne,1568 AD,50.717,4.867
Siege of Hachigata,https://en.wikipedia.org/wiki/Siege_of_Hachigata_1568,1568 AD,36.1092,139.196
Battle of Catirai,https://en.wikipedia.org/wiki/Battle_of_Catirai,1569 AD,-37.18556,-72.93278
Battle of Mimasetoge,https://en.wikipedia.org/wiki/Battle_of_Mimasetoge,1569 AD,35.535,139.29444
Battle of Jarnac,https://en.wikipedia.org/wiki/Battle_of_Jarnac,1569 AD,45.681,-0.175
Battle of Orthez,https://en.wikipedia.org/wiki/Battle_of_Orthez_(1569),1569 AD,43.49,-0.77
Battle of Bun Garbhain,https://en.wikipedia.org/wiki/Battle_of_Bun_Garbhain,1570 AD,56.846,-5.318
Battle of Manila (1570),https://en.wikipedia.org/wiki/Battle_of_Manila_(1570),1570 AD,14.583,120.967
Battle of Anegawa,https://en.wikipedia.org/wiki/Battle_of_Anegawa,1570 AD,35.416056,136.322167
Siege of Famagusta,https://en.wikipedia.org/wiki/Siege_of_Famagusta,1570 AD,35.125,33.94167
Siege of Fukazawa,https://en.wikipedia.org/wiki/Siege_of_Fukazawa,1571 AD,35.324281889,138.956270889
Battle of Tonegawa,https://en.wikipedia.org/wiki/Battle_of_Tonegawa,1571 AD,36.033,140.017
Battle of Lepanto,https://en.wikipedia.org/wiki/Battle_of_Lepanto_(1571),1571 AD,38.25,21.25
First Siege of Nagashima,https://en.wikipedia.org/wiki/Sieges_of_Nagashima,1571 AD,35.08861,136.69806
Battle of Molodi,https://en.wikipedia.org/wiki/Battle_of_Molodi,1572 AD,55.5,37.533
Capture of Brielle,https://en.wikipedia.org/wiki/Capture_of_Brielle,1572 AD,51.9,4.16667
Siege of Mons,https://en.wikipedia.org/wiki/Siege_of_Mons_(1572),1572 AD,50.45,3.95
Relief of Goes,https://en.wikipedia.org/wiki/Relief_of_Goes,1572 AD,51.5,3.883
Siege of Middelburg,https://en.wikipedia.org/wiki/Siege_of_Middelburg_(1572%E2%80%9374),1572 AD,51.5,3.617
Siege of La Rochelle,https://en.wikipedia.org/wiki/Siege_of_La_Rochelle_(1572%E2%80%9373),1572 AD,46.1591,-1.1517
Siege of Haarlem,https://en.wikipedia.org/wiki/Siege_of_Haarlem,1572 AD,52.383,4.633
Battle of Mikatagahara,https://en.wikipedia.org/wiki/Battle_of_Mikatagahara,1573 AD,34.71,137.71917
Siege of Noda,https://en.wikipedia.org/wiki/Siege_of_Noda,1573 AD,34.882043,137.468431
Battle of Lode,https://en.wikipedia.org/wiki/Battle_of_Lode,1573 AD,58.9056,24.1042
Battle of Flushing,https://en.wikipedia.org/wiki/Battle_of_Flushing,1573 AD,51.45,3.583
Battle of Haarlemmermeer,https://en.wikipedia.org/wiki/Battle_of_Haarlemmermeer,1573 AD,52.37583,4.68306
Siege of Alkmaar,https://en.wikipedia.org/wiki/Siege_of_Alkmaar,1573 AD,52.63,4.75
Capture of Geertruidenberg,https://en.wikipedia.org/wiki/Capture_of_Geertruidenberg_(1573),1573 AD,51.7,4.85861
Battle on the Zuiderzee,https://en.wikipedia.org/wiki/Battle_on_the_Zuiderzee,1573 AD,52.55,5.167
Siege of Leiden,https://en.wikipedia.org/wiki/Siege_of_Leiden,1573 AD,52.15,4.4833
Battle of Reimerswaal,https://en.wikipedia.org/wiki/Battle_of_Reimerswaal,1574 AD,51.467,4.133
Battle of Takatenjin,https://en.wikipedia.org/wiki/Battle_of_Takatenjin,1574 AD,34.6983,138.0347
Second Siege of Nagashima,https://en.wikipedia.org/wiki/Sieges_of_Nagashima,1573 AD,35.08861,136.69806
Siege of Itami,https://en.wikipedia.org/wiki/Siege_of_Itami_(1574),1574 AD,34.7812889,135.4208889
Battle of Manila (1574),https://en.wikipedia.org/wiki/Battle_of_Manila_(1574),1574 AD,14.583,120.967
Battle of Tukaroi,https://en.wikipedia.org/wiki/Battle_of_Tukaroi,1575 AD,21.973,87.284
Battle of Nagashino,https://en.wikipedia.org/wiki/Battle_of_Nagashino,1575 AD,34.92056,137.5625
Third Siege of Nagashima,https://en.wikipedia.org/wiki/Sieges_of_Nagashima,1574 AD,35.08861,136.69806
Siege of Mitsuji,https://en.wikipedia.org/wiki/Siege_of_Mitsuji,1576 AD,34.6539,135.51645
Battle of Haldighati,https://en.wikipedia.org/wiki/Battle_of_Haldighati,1576 AD,24.8921711,73.6978065
First Battle of Kizugawaguchi,https://en.wikipedia.org/wiki/Battles_of_Kizugawaguchi,1576 AD,34.631110306,135.428947306
Battle of Lubieszów,https://en.wikipedia.org/wiki/Battle_of_Lubiesz%C3%B3w,1577 AD,54.089444,18.705556
Battle of Tedorigawa,https://en.wikipedia.org/wiki/Battle_of_Tedorigawa,1577 AD,36.633,136.65
Battle of Alcazarquivir,https://en.wikipedia.org/wiki/Battle_of_Alcazarquivir,1578 AD,35.017,-5.9
Second Battle of Kizugawaguchi,https://en.wikipedia.org/wiki/Battles_of_Kizugawaguchi,1578 AD,34.631110306,135.428947306
Battle of Çıldır,https://en.wikipedia.org/wiki/Battle_of_%C3%87%C4%B1ld%C4%B1r,1578 AD,41.1289,43.1328
Siege of Itami,https://en.wikipedia.org/wiki/Siege_of_Itami_(1579),1579 AD,34.780083,135.421444
Siege of Smerwick,https://en.wikipedia.org/wiki/Siege_of_Smerwick,1580 AD,52.190386,-10.415546
Siege of Breda,https://en.wikipedia.org/wiki/Siege_of_Breda_(1581),1581 AD,51.567,4.8
Siege of Takatenjin,https://en.wikipedia.org/wiki/Siege_of_Takatenjin_(1581),1581 AD,34.6983,138.0347
Siege of Tottori,https://en.wikipedia.org/wiki/Siege_of_Tottori,1581 AD,35.5074,134.24
Battle of Salga,https://en.wikipedia.org/wiki/Battle_of_Salga,1581 AD,38.61556,-27.0975
Battle of Temmokuzan,https://en.wikipedia.org/wiki/Battle_of_Temmokuzan,1582 AD,35.650722,138.812417
Battle of Yamazaki,https://en.wikipedia.org/wiki/Battle_of_Yamazaki,1582 AD,34.907056,135.691333
Battle of Ponta Delgada,https://en.wikipedia.org/wiki/Battle_of_Ponta_Delgada,1582 AD,38.644,-27.653
Battle of Uchide-hama,https://en.wikipedia.org/wiki/Battle_of_Uchide-hama,1582 AD,34.73371389,135.31523389
Battle of Chuvash Cape,https://en.wikipedia.org/wiki/Battle_of_Chuvash_Cape,1582 AD,58.183,68.25
Battle of Shizugatake,https://en.wikipedia.org/wiki/Battle_of_Shizugatake,1583 AD,35.505917,136.192722
Battle of Komaki and Nagakute,https://en.wikipedia.org/wiki/Battle_of_Komaki_and_Nagakute,1584 AD,35.18611,137.05528
Siege of IJsseloord,https://en.wikipedia.org/wiki/Siege_of_IJsseloord,1585 AD,51.972219,5.953522
Battle of Zutphen,https://en.wikipedia.org/wiki/Battle_of_Zutphen,1586 AD,52.133,6.2
Battle of Vimory,https://en.wikipedia.org/wiki/Battle_of_Vimory,1587 AD,47.943,2.677
Battle of Byczyna,https://en.wikipedia.org/wiki/Battle_of_Byczyna,1588 AD,51.11333,18.2625
Battle of Bhuchar Mori,https://en.wikipedia.org/wiki/Battle_of_Bhuchar_Mori,1591 AD,22.582,70.4
Battle of Flores (1591),https://en.wikipedia.org/wiki/Battle_of_Flores_(1591),1591 AD,39.51194,-31.18194
Battle of Ch'ungju,https://en.wikipedia.org/wiki/Battle_of_Ch%27ungju,1592 AD,36.967,127.95
Battle of Okpo,https://en.wikipedia.org/wiki/Battle_of_Okpo,1592 AD,34.8942,128.6885
Battle of Hansan Island,https://en.wikipedia.org/wiki/Battle_of_Hansan_Island,1592 AD,34.7622,128.5025
Siege of Pyongyang,https://en.wikipedia.org/wiki/Siege_of_Pyongyang_(1592),1592 AD,39.03,125.73
Siege of Jinju,https://en.wikipedia.org/wiki/Siege_of_Jinju_(1592),1592 AD,35.189,128.077
Battle of Haengju,https://en.wikipedia.org/wiki/Battle_of_Haengju,1593 AD,37.59556,126.82889
Battle of Sisak,https://en.wikipedia.org/wiki/Battle_of_Sisak,1593 AD,45.47056,16.38611
Campaign of Danture,https://en.wikipedia.org/wiki/Campaign_of_Danture,1594 AD,7.28194,80.54083
Battle of Glenlivet,https://en.wikipedia.org/wiki/Battle_of_Glenlivet,1594 AD,57.348964,-3.251002
Capture of Cadiz,https://en.wikipedia.org/wiki/Capture_of_Cadiz,1596 AD,36.5333,-6.28333
Siege of Amiens,https://en.wikipedia.org/wiki/Siege_of_Amiens_(1597),1597 AD,49.892,2.299
Battle of Chilcheollyang,https://en.wikipedia.org/wiki/Battle_of_Chilcheollyang,1597 AD,34.8181,128.566
Siege of Namwon,https://en.wikipedia.org/wiki/Siege_of_Namwon,1597 AD,35.41,127.3858306
Battle of Myeongnyang,https://en.wikipedia.org/wiki/Battle_of_Myeongnyang,1597 AD,34.5683306,126.3077806
Battle of the Yellow Ford,https://en.wikipedia.org/wiki/Battle_of_the_Yellow_Ford,1598 AD,54.401,-6.686
Battle of Stångebro,https://en.wikipedia.org/wiki/Battle_of_St%C3%A5ngebro,1598 AD,58.41583,15.62528
Battle of Sacheon,https://en.wikipedia.org/wiki/Battle_of_Sacheon_(1598),1598 AD,35.003806,128.064194
Battle of Noryang Point,https://en.wikipedia.org/wiki/Battle_of_Noryang_Point,1598 AD,34.94528,127.87639
Battle of Jenné,https://en.wikipedia.org/wiki/Battle_of_Jenn%C3%A9,1599 AD,13.9,-4.55
Battle of Curlew Pass,https://en.wikipedia.org/wiki/Battle_of_Curlew_Pass,1599 AD,53.9975,-8.31222194
Battle of Nieuwpoort,https://en.wikipedia.org/wiki/Battle_of_Nieuwpoort,1600 AD,51.15583,2.73833
Battle of Sekigahara,https://en.wikipedia.org/wiki/Battle_of_Sekigahara,1600 AD,35.3705,136.4616
Battle of Wenden (1601),https://en.wikipedia.org/wiki/Battle_of_Wenden_(1601),1601 AD,57.31333,25.27
Battle of Kokenhausen,https://en.wikipedia.org/wiki/Battle_of_Kokenhausen,1601 AD,56.63806,25.41722
Siege of Ostend,https://en.wikipedia.org/wiki/Siege_of_Ostend,1601 AD,51.233,2.917
Battle of Guruslău,https://en.wikipedia.org/wiki/Battle_of_Gurusl%C4%83u,1601 AD,47.25,23.017
Battle of Carinish,https://en.wikipedia.org/wiki/Battle_of_Carinish,1601 AD,57.5225,-7.3158
Battle of Coire Na Creiche,https://en.wikipedia.org/wiki/Battle_of_Coire_Na_Creiche,1601 AD,57.24833,-6.25278
Siege of Wolmar,https://en.wikipedia.org/wiki/Siege_of_Wolmar,1601 AD,57.533,25.417
Siege of 's-Hertogenbosch (1601),https://en.wikipedia.org/wiki/Siege_of_%27s-Hertogenbosch_(1601),1601 AD,51.7,5.3166694
Battle of Castlehaven,https://en.wikipedia.org/wiki/Battle_of_Castlehaven,1601 AD,51.512375,-9.176331
Battle of Morar,https://en.wikipedia.org/wiki/Battle_of_Morar,1602 AD,56.967,-5.817
Siege of Fellin,https://en.wikipedia.org/wiki/Siege_of_Fellin,1602 AD,58.367,25.6
Siege of Weissenstein,https://en.wikipedia.org/wiki/Siege_of_Weissenstein,1602 AD,58.88972,25.57222
Battle of Sesimbra Bay,https://en.wikipedia.org/wiki/Battle_of_Sesimbra_Bay,1602 AD,38.443722,-9.099639
Battle of the Narrow Seas,https://en.wikipedia.org/wiki/Battle_of_the_Narrow_Seas,1602 AD,51.0,1.45
Battle of Glen Fruin,https://en.wikipedia.org/wiki/Battle_of_Glen_Fruin,1603 AD,56.06639,-4.76972
Battle of Sluis (1603),https://en.wikipedia.org/wiki/Battle_of_Sluis_(1603),1603 AD,51.333,3.383
Battle of Brașov,https://en.wikipedia.org/wiki/Battle_of_Bra%C8%99ov,1603 AD,45.65,25.6
Capture of Tabriz,https://en.wikipedia.org/wiki/Capture_of_Tabriz,1603 AD,38.0667,46.3
Battle of Rakvere (1603),https://en.wikipedia.org/wiki/Battle_of_Rakvere_(1603),1603 AD,59.35,26.35
Battle of the Gulf of Cadiz (1604),https://en.wikipedia.org/wiki/Battle_of_the_Gulf_of_Cadiz_(1604),1604 AD,37.0325,-7.53639
Battle of Weissenstein,https://en.wikipedia.org/wiki/Battle_of_Weissenstein,1604 AD,58.8892,25.5719
Battle of Dobrynichi,https://en.wikipedia.org/wiki/Battle_of_Dobrynichi,1605 AD,52.28222,34.34167
Battle of Kircholm,https://en.wikipedia.org/wiki/Battle_of_Kircholm,1605 AD,56.84861,24.34806
Siege of Groenlo (1606),https://en.wikipedia.org/wiki/Siege_of_Groenlo_(1606),1606 AD,52.05,6.617
Battle of Gibraltar (1607),https://en.wikipedia.org/wiki/Battle_of_Gibraltar_(1607),1607 AD,36.138887,-5.398607
Battle of Guzów,https://en.wikipedia.org/wiki/Battle_of_Guz%C3%B3w,1607 AD,51.33472,20.96806
Siege of Troitsky monastery,https://en.wikipedia.org/wiki/Siege_of_Troitsky_monastery,1608 AD,56.31,38.12972
Capture of Daugavgrīva,https://en.wikipedia.org/wiki/Capture_of_Daugavgr%C4%ABva,1608 AD,57.05472,24.09278
Battle of Daugavgrīva (1609),https://en.wikipedia.org/wiki/Battle_of_Daugavgr%C4%ABva_(1609),1609 AD,57.05472,24.09278
Battle of Tashiskari,https://en.wikipedia.org/wiki/Battle_of_Tashiskari,1609 AD,41.94722,43.48944
Battle of Salis,https://en.wikipedia.org/wiki/Battle_of_Salis,1609 AD,57.75528,24.34944
Siege of Smolensk (1609–1611),https://en.wikipedia.org/wiki/Siege_of_Smolensk_(1609%E2%80%931611),1609 AD,54.783,32.05
Battle of Sorel,https://en.wikipedia.org/wiki/Battle_of_Sorel,1610 AD,46.033,-73.117
Siege of Troitse-Sergiyeva Lavra,https://en.wikipedia.org/wiki/Siege_of_Troitse-Sergiyeva_Lavra,1610 AD,56.31,38.12972
Battle of Kluszyn,https://en.wikipedia.org/wiki/Battle_of_Kluszyn,1610 AD,55.6575,34.93
Tsaryovo-Zaymishche,https://en.wikipedia.org/wiki/Tsaryovo-Zaymishche,1610 AD,55.42667,34.82111
Siege of Smolensk (1609–11),https://en.wikipedia.org/wiki/Siege_of_Smolensk_(1609%E2%80%9311),1611 AD,54.783,32.05
Battle of Kringen,https://en.wikipedia.org/wiki/Battle_of_Kringen,1612 AD,61.652765,9.722461
Battle of Swally,https://en.wikipedia.org/wiki/Battle_of_Swally,1612 AD,21.167,72.617
Battle of Cornul lui Sas,https://en.wikipedia.org/wiki/Battle_of_Cornul_lui_Sas,1612 AD,47.30472,27.55611
Battle of Port Royal,https://en.wikipedia.org/wiki/Port-Royal_National_Historic_Site#Battle_of_Port_Royal_(1613),1613 AD,44.7112639,-65.609167
Siege of Smolensk (1613–1617),https://en.wikipedia.org/wiki/Siege_of_Smolensk_(1613%E2%80%931617),1613 AD,54.783,32.05
Battle of Imafuku,https://en.wikipedia.org/wiki/Battle_of_Imafuku,1614 AD,34.698222,135.549111
Battle of Shigino,https://en.wikipedia.org/wiki/Battle_of_Shigino,1614 AD,34.691167,135.549333
Battle of Kashii,https://en.wikipedia.org/wiki/Battle_of_Kashii,1615 AD,33.65556,130.44556
Battle of Dōmyōji,https://en.wikipedia.org/wiki/Battle_of_D%C5%8Dmy%C5%8Dji,1615 AD,34.567611,135.620056
Battle of Tennōji,https://en.wikipedia.org/wiki/Battle_of_Tenn%C5%8Dji,1615 AD,34.654361,135.511167
Battle of Tsitsamuri,https://en.wikipedia.org/wiki/Battle_of_Tsitsamuri,1615 AD,41.86083,44.7325
Battle of Playa Honda,https://en.wikipedia.org/wiki/Battle_of_Playa_Honda,1617 AD,15.283,119.833
The Spanish-Dutch Naval Battle of 1617 Outside Manila Bay,https://en.wikipedia.org/wiki/The_Spanish-Dutch_Naval_Battle_of_1617_Outside_Manila_Bay,1617 AD,15.283,119.833
Siege of Moscow (1618),https://en.wikipedia.org/wiki/Siege_of_Moscow_(1618),1618 AD,55.75583306,37.61777806
Siege of Pilsen,https://en.wikipedia.org/wiki/Siege_of_Pilsen,1618 AD,49.7475,13.3776
Battle of Sablat,https://en.wikipedia.org/wiki/Battle_of_Sablat,1619 AD,48.9881,13.9431
Battle of Sarhū,https://en.wikipedia.org/wiki/Battle_of_Sarh%C5%AB,1619 AD,41.88111,123.95694
Battle of Wisternitz,https://en.wikipedia.org/wiki/Battle_of_Wisternitz,1619 AD,48.89611,16.64861
Battle of Humenné,https://en.wikipedia.org/wiki/Battle_of_Humenn%C3%A9,1619 AD,48.93583,21.90667
Battle of White Mountain,https://en.wikipedia.org/wiki/Battle_of_White_Mountain,1620 AD,50.07833,14.31944
Siege of Saint-Jean-d'Angély (1621),https://en.wikipedia.org/wiki/Siege_of_Saint-Jean-d%27Ang%C3%A9ly_(1621),1621 AD,45.9466,-0.5294
Battle of Gibraltar (1621),https://en.wikipedia.org/wiki/Battle_of_Gibraltar_(1621),1621 AD,36.138887,-5.398607
Siege of Jülich (1621–22),https://en.wikipedia.org/wiki/Siege_of_J%C3%BClich_(1621%E2%80%9322),1621 AD,50.925,6.36
Siege of Montauban,https://en.wikipedia.org/wiki/Siege_of_Montauban,1621 AD,44.0181,1.3558
Battle of Mingolsheim,https://en.wikipedia.org/wiki/Battle_of_Mingolsheim,1622 AD,49.2168444,8.6582889
Siege of Royan,https://en.wikipedia.org/wiki/Siege_of_Royan,1622 AD,45.62,-1.03
Battle of Wimpfen,https://en.wikipedia.org/wiki/Battle_of_Wimpfen,1622 AD,49.19722,9.17222
Siege of Nègrepelisse,https://en.wikipedia.org/wiki/Siege_of_N%C3%A8grepelisse,1622 AD,44.076,1.522
Battle of Höchst,https://en.wikipedia.org/wiki/Battle_of_H%C3%B6chst,1622 AD,50.09889,8.54667
Siege of Bergen-op-Zoom (1622),https://en.wikipedia.org/wiki/Siege_of_Bergen-op-Zoom_(1622),1622 AD,51.5,4.3
Siege of Heidelberg (1622),https://en.wikipedia.org/wiki/Siege_of_Heidelberg_(1622),1622 AD,49.417,8.717
Siege of Montpellier,https://en.wikipedia.org/wiki/Siege_of_Montpellier,1622 AD,43.6119,3.8772
Battle of Fleurus (1622),https://en.wikipedia.org/wiki/Battle_of_Fleurus_(1622),1622 AD,50.483,4.55
Naval battle of Saint-Martin-de-Ré,https://en.wikipedia.org/wiki/Naval_battle_of_Saint-Martin-de-R%C3%A9,1622 AD,46.215,-1.366
Battle of Stadtlohn,https://en.wikipedia.org/wiki/Battle_of_Stadtlohn,1623 AD,52.01972,6.94667
Battle of Anjar,https://en.wikipedia.org/wiki/Battle_of_Anjar,1623 AD,33.72583,35.92972
Capture of Baghdad (1624),https://en.wikipedia.org/wiki/Capture_of_Baghdad_(1624),1624 AD,33.325,44.422
Battle of Martynów,https://en.wikipedia.org/wiki/Battle_of_Martyn%C3%B3w,1624 AD,49.2172,24.5939
Siege of Breda (1624),https://en.wikipedia.org/wiki/Siege_of_Breda_(1624),1624 AD,51.5833306,4.7833306
Action of 3 October 1624,https://en.wikipedia.org/wiki/Action_of_3_October_1624,1624 AD,39.14556,8.30583
Recapture of Bahia,https://en.wikipedia.org/wiki/Recapture_of_Bahia,1625 AD,-12.967,-38.5
Battle of Blavet,https://en.wikipedia.org/wiki/Battle_of_Blavet,1625 AD,47.7072,-3.3519
Action of 1 February 1625,https://en.wikipedia.org/wiki/Action_of_1_February_1625,1625 AD,26.750534,51.683428
Battle of Marabda,https://en.wikipedia.org/wiki/Battle_of_Marabda,1625 AD,41.53528,44.75917
Recovery of Ré island,https://en.wikipedia.org/wiki/Recovery_of_R%C3%A9_island,1625 AD,46.2,-1.4
Battle of Martqopi,https://en.wikipedia.org/wiki/Battle_of_Martqopi,1625 AD,41.78806,45.01972
Battle of Wallhof,https://en.wikipedia.org/wiki/Battle_of_Wallhof,1626 AD,56.51667,24.73333
Battle of Dessau Bridge,https://en.wikipedia.org/wiki/Battle_of_Dessau_Bridge,1626 AD,51.83333,12.25167
Siege of Oldenzaal (1626),https://en.wikipedia.org/wiki/Siege_of_Oldenzaal_(1626),1626 AD,52.3125,6.9291694
Battle of Gniew,https://en.wikipedia.org/wiki/Battle_of_Gniew,1626 AD,53.833333,18.833333
Battle of Selburg,https://en.wikipedia.org/wiki/Battle_of_Selburg,1626 AD,56.58722,25.64028
Battle of Wenden (1626),https://en.wikipedia.org/wiki/Battle_of_Wenden_(1626),1626 AD,57.31333,25.27
Battle of Bazaleti,https://en.wikipedia.org/wiki/Battle_of_Bazaleti,1626 AD,42.039,44.678
Siege of Saint-Martin-de-Ré,https://en.wikipedia.org/wiki/Siege_of_Saint-Martin-de-R%C3%A9,1627 AD,46.2031,-1.3672
Battle of Dirschau,https://en.wikipedia.org/wiki/Battle_of_Dirschau,1627 AD,54.0916639,18.7773083
Siege of Groenlo (1627),https://en.wikipedia.org/wiki/Siege_of_Groenlo_(1627),1627 AD,52.05,6.617
Siege of La Rochelle,https://en.wikipedia.org/wiki/Siege_of_La_Rochelle,1627 AD,46.1667,-1.15
Battle of Treiden (1628),https://en.wikipedia.org/wiki/Battle_of_Treiden_(1628),1628 AD,57.18333,24.85
Siege of Stralsund (1628),https://en.wikipedia.org/wiki/Siege_of_Stralsund_(1628),1628 AD,54.3,13.08333
Battle of Wolgast,https://en.wikipedia.org/wiki/Battle_of_Wolgast,1628 AD,54.05,13.76667
Battle in the Bay of Matanzas,https://en.wikipedia.org/wiki/Battle_in_the_Bay_of_Matanzas,1628 AD,23.3333,-81.5667
Battle of Górzno,https://en.wikipedia.org/wiki/Battle_of_G%C3%B3rzno,1629 AD,53.197956,19.644678
Siege of Privas,https://en.wikipedia.org/wiki/Siege_of_Privas,1629 AD,44.7347,4.5988
Battle of Trzciana,https://en.wikipedia.org/wiki/Battle_of_Trzciana,1629 AD,53.800531,19.063056
Battle of St. Kitts (1629),https://en.wikipedia.org/wiki/Battle_of_St._Kitts_(1629),1629 AD,17.15,-62.583
Siege of Alès,https://en.wikipedia.org/wiki/Siege_of_Al%C3%A8s,1629 AD,44.12,4.08
Siege of 's-Hertogenbosch,https://en.wikipedia.org/wiki/Siege_of_%27s-Hertogenbosch,1629 AD,51.7,5.317
Battle of Frankfurt an der Oder,https://en.wikipedia.org/wiki/Battle_of_Frankfurt_an_der_Oder,1631 AD,52.35,14.55
Sack of Magdeburg,https://en.wikipedia.org/wiki/Sack_of_Magdeburg,1631 AD,52.133,11.617
Battle of Werben,https://en.wikipedia.org/wiki/Battle_of_Werben,1631 AD,52.8667,11.9667
Battle of Albrolhos,https://en.wikipedia.org/wiki/Battle_of_Albrolhos,1631 AD,-18.0333,-38.6667
Battle of Breitenfeld (1631),https://en.wikipedia.org/wiki/Battle_of_Breitenfeld_(1631),1631 AD,51.41778,12.37778
Battle of the Slaak,https://en.wikipedia.org/wiki/Battle_of_the_Slaak,1631 AD,51.6312,4.2004
Battle of Rain,https://en.wikipedia.org/wiki/Battle_of_Rain,1632 AD,48.6902,10.9172
Capture of Maastricht,https://en.wikipedia.org/wiki/Capture_of_Maastricht,1632 AD,50.8666694,5.6833306
